Long [deg],  Lat[deg],    Ve[m/yr],  Vn[m/yr],  SVe[m/yr], SVn[m/yr], angle[deg],    Name
17.5000000  41.0000000    0.00044   0.00280     0.000432    0.000402    0.0 
17.5000000  41.5000000    0.00043   0.00284     0.000417    0.000384    0.0 
17.5000000  42.0000000    0.00031   0.00287     0.000527    0.000371    0.0 
17.5000000  42.5000000    0.00047   0.00286     0.000262    0.000381    0.0 
17.5000000  43.0000000    0.00042   0.00283     0.000248    0.000360    0.0 
17.5000000  43.5000000    0.00037   0.00262     0.000177    0.000187    0.0 
17.5000000  44.0000000    0.00034   0.00239     0.000050    0.000326    0.0 
17.5000000  44.5000000    0.00022   0.00206     0.000268    0.000486    0.0 
17.5000000  45.0000000    0.00024   0.00184     0.000265    0.000478    0.0 
17.5000000  45.5000000    0.00028   0.00155     0.000260    0.000469    0.0 
17.5000000  46.0000000    0.00036   0.00122     0.000218    0.000343    0.0 
17.5000000  46.5000000    0.00040   0.00072     0.000188    0.000401    0.0 
17.5000000  47.0000000    0.00048   0.00039     0.000168    0.000350    0.0 
17.5000000  47.5000000    0.00053   0.00010     0.000143    0.000271    0.0 
17.5000000  48.0000000    0.00044  -0.00006     0.000276    0.000270    0.0 
17.5000000  48.5000000    0.00044  -0.00014     0.000159    0.000201    0.0 
17.5000000  49.0000000    0.00036  -0.00022     0.000167    0.000178    0.0 
17.5000000  49.5000000    0.00024  -0.00035     0.000131    0.000127    0.0 
17.5000000  50.0000000    0.00014  -0.00036     0.000131    0.000132    0.0 
17.5000000  50.5000000   -0.00001  -0.00028     0.000122    0.000152    0.0 
17.5000000  51.0000000   -0.00006  -0.00028     0.000125    0.000156    0.0 
17.5000000  51.5000000   -0.00009  -0.00021     0.000096    0.000190    0.0 
17.5000000  52.0000000   -0.00013  -0.00029     0.000104    0.000118    0.0 
17.5000000  52.5000000   -0.00015  -0.00028     0.000107    0.000122    0.0 
17.5000000  53.0000000   -0.00014  -0.00022     0.000103    0.000117    0.0 
18.0000000  41.0000000    0.00041   0.00279     0.000440    0.000413    0.0 
18.0000000  41.5000000    0.00029   0.00282     0.000544    0.000403    0.0 
18.0000000  42.0000000    0.00049   0.00281     0.000288    0.000420    0.0 
18.0000000  42.5000000    0.00046   0.00281     0.000275    0.000401    0.0 
18.0000000  43.0000000    0.00042   0.00263     0.000246    0.000232    0.0 
18.0000000  43.5000000    0.00038   0.00253     0.000191    0.000202    0.0 
18.0000000  44.0000000    0.00038   0.00212     0.000141    0.000504    0.0 
18.0000000  44.5000000    0.00024   0.00195     0.000287    0.000525    0.0 
18.0000000  45.0000000    0.00026   0.00173     0.000282    0.000514    0.0 
18.0000000  45.5000000    0.00030   0.00147     0.000276    0.000502    0.0 
18.0000000  46.0000000    0.00034   0.00117     0.000249    0.000503    0.0 
18.0000000  46.5000000    0.00050   0.00086     0.000122    0.000441    0.0 
18.0000000  47.0000000    0.00045   0.00040     0.000189    0.000397    0.0 
18.0000000  47.5000000    0.00049   0.00015     0.000169    0.000324    0.0 
18.0000000  48.0000000    0.00039   0.00001     0.000305    0.000317    0.0 
18.0000000  48.5000000    0.00046  -0.00012     0.000174    0.000221    0.0 
18.0000000  49.0000000    0.00034  -0.00032     0.000156    0.000144    0.0 
18.0000000  49.5000000    0.00026  -0.00037     0.000166    0.000153    0.0 
18.0000000  50.0000000    0.00020  -0.00038     0.000145    0.000140    0.0 
18.0000000  50.5000000    0.00002  -0.00027     0.000127    0.000159    0.0 
18.0000000  51.0000000   -0.00003  -0.00027     0.000131    0.000163    0.0 
18.0000000  51.5000000   -0.00007  -0.00027     0.000134    0.000167    0.0 
18.0000000  52.0000000   -0.00011  -0.00029     0.000108    0.000123    0.0 
18.0000000  52.5000000   -0.00013  -0.00028     0.000111    0.000127    0.0 
18.0000000  53.0000000   -0.00011  -0.00021     0.000107    0.000121    0.0 
